source,ref_text,doi
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"Devlin, J., Chang, M.-W., Lee, K., & Toutanova, K. (2018). BERT: Pre-training of deep bidirectional transformers for language understanding. *Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing*, 4191–4200. https://doi.org/10.18653/v1/N19-1423",10.18653/v1/N19-1423
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"Chen, L., & Liu, Y. (2021). Multilingual LLM performance in citation generation: A comparative study. *Computers & Education*, 172, 104231. https://doi.org/10.1016/j.compedu.2021.104231",10.1016/j.compedu.2021.104231
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"Zhang, R., & Wang, T. (2024). Prompt design and its effects on citation reliability in AI writing. *AI and Society*, 39(2), 210–225. https://doi.org/10.1007/s41265-024-00543-1",10.1007/s41265-024-00543-1
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"Ribeiro, M. T., & Hovy, E. (2020). A survey on bias and fairness in natural language processing. *Computational Linguistics*, 46(4), 645–675. https://doi.org/10.1162/coli_a_00443",10.1162/coli_a_00443
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"Vaswani, A., Shazeer, N., Parmar, N., Uszkoreit, J., Jones, L., Gomez, A. N., ... & Polosukhin, I. (2017). Attention is all you need. *Advances in Neural Information Processing Systems*, 30, 5999–6010.",
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"Liu, Y., & Zhang, Q. (2023). Evaluating the citation quality of multilingual LLMs in scholarly writing. *Language Resources and Evaluation*, 57(1), 1–22. https://doi.org/10.1007/s10579-023-09654-3",10.1007/s10579-023-09654-3
T028_W0_DIRECT__qwen3-14b.txt,在自然语言处理和学术写作辅助工具的研究中，提示语言对生成结果的影响是一个备受关注的方向。近年来，关于中文提示与英文提示在生成学术引用时的可靠性差异的研究逐渐增多。部分研究表明，英文提示在学术引用生成任务中通常表现出更高的准确性和一致性，这可能与英文作为国际学术交流的主要语言，具有更丰富的语料资源和更成熟的模型训练数据有关[1]。例如，基于英文语料训练的大型语言模型在处理复杂的引用格式、术语匹配和文献检索时，往往能够更精确地识别和生成符合标准的引用条目[2]。然而，随着中文学术资源的快速增长和对本土化AI工具的需求增加，越来越多的研究开始关注中文提示的效果。有研究指出，中文提示在特定领域（如中文社会科学）中能够生成更符合本土语境和引用规范的文献引用，从而提升生成内容的相关性[3]。此外，提示语言的文化背景和语法结构可能影响模型对引用格式的理解，进而影响生成质量[4]。一些学者尝试通过双语提示或混合提示策略来弥补单一语言提示的不足，以期在保持语言适应性的同时提升生成的可靠性[5]。尽管已有研究初步揭示了中英文提示在引用生成任务中的差异，但关于其具体影响机制、适用场景以及如何优化提示语言以提高生成效果，仍需进一步探讨[6]。因此，本研究旨在系统分析中文提示与英文提示在学术引用生成任务中的可靠性差异，并为多语言学术写作辅助工具的设计提供理论支持。,
T028_W0_DIRECT__qwen3-14b.txt,"Devlin, J., Chang, M. W., Lee, K., & Toutanova, K. (2018). Bert: Pre-training of deep bidirectional transformers for language understanding. *arXiv preprint arXiv:1810.04805*.",
T028_W0_DIRECT__qwen3-14b.txt,"Liu, Y., Ott, M., Goyal, N., et al. (2020). Roberta: A robustly optimized BERT pretraining approach. *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP)*, 3437–3450. https://doi.org/10.18653/v1/2020.emnlp-main.273",10.18653/v1/2020.emnlp-main.273
T028_W0_DIRECT__qwen3-14b.txt,"Zhang, Y., Liu, Q., & Sun, M. (2021). Multi-lingual reference generation for academic writing: A comparative study between Chinese and English prompts. *Journal of Artificial Intelligence Research*, 67, 123–150. https://doi.org/10.1613/jair.11785",10.1613/jair.11785
T028_W0_DIRECT__qwen3-14b.txt,"Wang, X., Li, H., & Chen, J. (2022). Language-specific challenges in reference generation using large language models. *Computers & Education*, 195, 104512. https://doi.org/10.1016/j.compedu.2022.104512",10.1016/j.compedu.2022.104512
T028_W0_DIRECT__qwen3-14b.txt,"Chen, L., Zhao, J., & Wang, D. (2023). Enhancing reference generation for academic Chinese texts through bilingual prompting strategies. *International Journal of Educational Technology in Higher Education*, 20(1), 1–15. https://doi.org/10.1186/s41239-023-00345-1",10.1186/s41239-023-00345-1
T028_W0_DIRECT__qwen3-14b.txt,"Liu, X., & Zhou, M. (2023). Prompt engineering for academic writing: A cross-lingual evaluation framework. *IEEE Transactions on Learning Technologies*, 16(2), 234–247. https://doi.org/10.1109/TLT.2023.3256789",10.1109/TLT.2023.3256789
T028_W1_CAUTIOUS__qwen3-14b.txt,在自然语言处理与学术写作辅助工具的研究中，提示工程（prompt engineering）作为生成高质量文本的关键技术，被广泛应用于各类任务，包括学术引用的生成。近年来，学者们对不同语言提示在模型输出质量上的影响展开了深入探讨。例如，一些研究指出，使用英文提示可能在某些跨语言任务中比中文提示更有效，这与英文作为学术领域通用语言的地位密切相关 [1]。然而，也有研究强调了中文提示在中文语境下的适应性，特别是在处理中文文献、术语和引用格式时，能够更准确地捕捉语言特性和文化背景 [2]。,
T028_W1_CAUTIOUS__qwen3-14b.txt,此外，关于提示语言对引用生成结果可靠性的影响，已有部分实证研究进行比较分析。例如，有学者通过对比中文和英文提示在参考文献生成任务中的表现，发现中文提示在生成符合中文写作规范的引用时，具有更高的准确率和更低的格式错误率 [3]。另一方面，英文提示在生成国际通用的引用格式（如APA、MLA）时表现更为稳定，这可能与其在训练数据中的广泛使用有关 [4]。,
T028_W1_CAUTIOUS__qwen3-14b.txt,尽管已有研究关注了提示语言对引用生成的影响，但目前尚缺乏系统性的跨模型、跨语言对比实验，以全面评估中文与英文提示在不同学术场景中的可靠性差异。因此，进一步的研究需要结合具体任务和语言环境，对提示语言的选择进行更细致的分析，以提升学术写作辅助工具在多语言环境下的适用性与准确性 [5]。,
T028_W1_CAUTIOUS__qwen3-14b.txt,"Liu, Y., & Li, J. (2021). The impact of prompt language on the performance of multilingual reference generation models. *Journal of Artificial Intelligence Research*, 65, 123-145. https://doi.org/10.1613/jair.12056",10.1613/jair.12056
T028_W1_CAUTIOUS__qwen3-14b.txt,"Zhang, L., Wang, H., & Chen, X. (2022). A comparative study of Chinese and English prompts in citation generation for Chinese academic papers. *Language Resources and Evaluation*, 56(3), 551-572. https://doi.org/10.1007/s10579-021-09563-9",10.1007/s10579-021-09563-9
T028_W1_CAUTIOUS__qwen3-14b.txt,"Sun, Y., Li, M., & Zhao, T. (2020). Enhancing citation generation with context-aware prompts in Chinese academic writing. *Computational Linguistics and Chinese Language Processing*, 25(2), 189-206.",
T028_W1_CAUTIOUS__qwen3-14b.txt,"Brown, T. B., et al. (2020). Language models are few-shot learners. *Advances in Neural Information Processing Systems*, 33, 187-200. https://doi.org/10.48550/arXiv.2005.14165",10.48550/arXiv.2005.14165
T028_W1_CAUTIOUS__qwen3-14b.txt,"Lee, K., & Kim, J. (2023). Multilingual prompt engineering for academic writing assistance. *Proceedings of the 17th International Conference on Natural Language Processing (ICON-2023)*, 234-242.",
T028_W2_RETRIEVAL_FIRST__qwen3-14b.txt,近年来，关于提示语言对生成文本质量影响的研究逐渐增多，尤其是在自然语言处理（NLP）领域，中文提示和英文提示在不同任务中的表现差异成为研究热点。在生成学术引用这一具体任务中，已有研究表明提示语言的选择可能会影响模型生成内容的准确性与可靠性。例如，一些研究指出，英文提示在跨语言任务中可能更具优势，因为英文是学术写作的通用语言，许多训练数据来源于英文文献，从而使得模型在理解与生成英文引用时表现更优 [1]。然而，也有研究强调中文提示在特定语境下可以更好地引导模型生成符合中文写作规范的引用，特别是在处理中文文献或面向中文读者时，中文提示能够提高生成结果的相关性和可读性 [2]。,
T028_W2_RETRIEVAL_FIRST__qwen3-14b.txt,此外，相关文献还探讨了不同提示方式对模型输出的影响。例如，结构化提示（如明确列出作者、年份、标题等字段）相较于开放式提示，可以在中文和英文环境下均提升引用生成的可靠性，但其效果在不同语言中存在差异 [3]。另一项研究则发现，当使用英文提示时，模型可能更倾向于生成标准的APA或MLA格式，而中文提示则更容易导致格式不一致或遗漏关键信息 [4]。这些发现表明，提示语言不仅是影响生成内容质量的因素，还可能与引用格式的规范性有关。,
T028_W2_RETRIEVAL_FIRST__qwen3-14b.txt,尽管已有部分研究关注了提示语言的影响，但关于中文与英文提示在生成学术引用任务中的系统性对比仍然有限，尤其是在不同模型架构和数据集之间的泛化能力方面，尚需进一步探讨 [5]。,
T028_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Zhang, Y., & Wang, L. (2022). A Comparative Study of Prompting Strategies in Multilingual Citation Generation. *Journal of Artificial Intelligence Research*, 63, 456–480. https://doi.org/10.1234/jair.2022.12345",10.1234/jair.2022.12345
T028_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Li, X., Chen, J., & Liu, H. (2021). The Effect of Language-Specific Prompts on Citation Generation in Chinese Academic Writing. *Natural Language Engineering*, 27(4), 1023–1045. https://doi.org/10.1017/S135132492100034X",10.1017/S135132492100034X
T028_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Wang, T., & Zhao, R. (2023). Structured Prompting for Citation Generation: A Cross-Lingual Analysis. *Computational Linguistics*, 49(2), 210–245. https://doi.org/10.1162/coli_a_00456",10.1162/coli_a_00456
T028_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Smith, A., & Lee, K. (2020). Prompting in Citation Generation: The Role of Language and Format Consistency. *Proceedings of the ACL 2020 Workshop on Multilingual and Cross-Lingual Citation Generation*, 12–22. https://doi.org/10.18653/v1/2020.acl-ws.1",10.18653/v1/2020.acl-ws.1
T028_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Gao, Y., & Zhou, M. (2023). Language-Specific Prompting in Citation Generation: Challenges and Opportunities. *IEEE Transactions on Knowledge and Data Engineering*, 35(7), 1345–1358. https://doi.org/10.1109/TKDE.2023.3287654",10.1109/TKDE.2023.3287654
T028_W3_VERIFY_REPAIR__qwen3-14b.txt,在自然语言处理领域，生成学术引用的能力已成为评估语言模型在学术写作辅助方面表现的重要指标。近年来，随着大规模语言模型的广泛应用，研究者开始关注不同语言提示（如中文与英文）对生成结果的影响。已有研究表明，语言模型在处理英文提示时通常表现出更高的准确性和可靠性，这可能与英文作为学术出版的主要语言，其训练数据更为丰富有关 [1]。然而，随着中文学术资源的快速增长以及对多语言支持的需求提升，中文提示在学术引用生成任务中的表现也逐渐受到重视。,
T028_W3_VERIFY_REPAIR__qwen3-14b.txt,部分研究指出，中文提示在生成学术引用时可能会面临语义歧义、术语不一致等问题，进而影响引用的准确性 [2]。此外，由于英文文献数据库（如CrossRef、PubMed）的结构化程度更高，基于英文提示生成的引用更易与系统匹配，而中文引用生成则需依赖更为复杂的跨语言检索与匹配机制 [3]。一些实验对比了中英文提示在相同任务下的表现，发现英文提示在引用格式、作者姓名、期刊名称等细节方面更具优势 [4]。然而，也有研究强调，中文提示在特定语境下，如针对中文期刊或中文作者的研究，可能提供更高的上下文相关性与适用性 [5]。,
T028_W3_VERIFY_REPAIR__qwen3-14b.txt,尽管目前关于中英文提示在生成学术引用方面可靠性的研究仍处于探索阶段，但已有初步证据表明，语言模型对提示语言的依赖程度可能影响生成引用的质量。未来的研究需要进一步探讨不同语言提示对模型输出的影响机制，并开发针对多语言环境的优化策略以提升引用生成的可靠性 [6]。,
T028_W3_VERIFY_REPAIR__qwen3-14b.txt,"Liu, Y., & Lapata, M. (2020). Multi-hop reasoning with graph neural networks for scientific fact checking. *Transactions of the Association for Computational Linguistics*, 8, 397–412. https://doi.org/10.1162/tacl_a_00327",10.1162/tacl_a_00327
T028_W3_VERIFY_REPAIR__qwen3-14b.txt,"Zhang, Y., Wang, L., & Li, J. (2021). A comparative study of multi-lingual citation generation using large language models. *Journal of Artificial Intelligence Research*, 71, 1–25. https://doi.org/10.1613/jair.12134",10.1613/jair.12134
